"Firma";"Teil ";"Var ";"HBA";"Origin_Obj";"ML_Lagergruppe_Obj";"Jahr/KW";"Termin";"Solltermin";"BABf";"Ref_Demand_Obj";"BADk";"Ref_Coverage_Obj";"ML_Ort_Obj";"Stre";"S_Kostenstelle_Obj";"Chargennummer ";"Bedarfsmenge";"Deckungsmenge";"Document_Obj";"S_Lieferant_Obj";"S_Artikel_Obj";"MMT_MRPAccount_Obj";"Source_Obj";"disp Struk";"SubRefObj";"MMM_CusRefOrder_Obj";"KommNr";"FKom"
"100";"2000004";"";"CAB";"PA0775:z:a3458cc355df7d8bdc145e35000eda98";"PA0819::958b368b987d32b4e1112cc68091c183";"2025/36";05.09.2025;05.09.2025;"VUA";"PA1096:z:ad8550c30ff9b2bac81427183c1a9c0b";"";"";"PA0823::958b368b987d32b4e1112cc679eac983";nein;"";"";1.200,000;0,000;"PA0777:z:a3458cc355df7d8bdc145e357439a998";"";"PA0490::958b368b987d32b4e11131c6ee323205";"PA0887:z:a3458cc355df7d8bdc145e354c161799";"PA0775:z:a3458cc355df7d8bdc145e35000eda98";nein;"";"";"";nein
"100";"2000004";"";"CAB";"PA0775:z:a3458cc355df7d8bdc145e35149fc292";"PA0819::958b368b987d32b4e1112cc68091c183";"2025/33";13.08.2025;13.08.2025;"VUA";"PA1096:z:b2386cf8e7bc9f9abe141c172c211f0c";"";"";"PA0823::958b368b987d32b4e1112cc679eac983";nein;"";"";1.200,000;0,000;"PA0777:z:a3458cc355df7d8bdc145e35a4106792";"";"PA0490::958b368b987d32b4e11131c6ee323205";"PA0887:z:a3458cc355df7d8bdc145e3520cf0893";"PA0775:z:a3458cc355df7d8bdc145e35149fc292";nein;"";"";"";nein
"100";"2000004";"";"CAB";"PA0775:z:a3458cc355df7d8bdc145e353088e493";"PA0819::958b368b987d32b4e1112cc68091c183";"2025/37";12.09.2025;12.09.2025;"VUA";"PA1096:z:b2386cf8e7bc9f9abe141c17d4e4336d";"";"";"PA0823::958b368b987d32b4e1112cc679eac983";nein;"";"";1.200,000;0,000;"PA0777:z:a3458cc355df7d8bdc145e353ccfb993";"";"PA0490::958b368b987d32b4e11131c6ee323205";"PA0887:z:a3458cc355df7d8bdc145e3574932194";"PA0775:z:a3458cc355df7d8bdc145e353088e493";nein;"";"";"";nein
"100";"2000004";"";"CAB";"PA0775:z:a3458cc355df7d8bdc145e35387ee099";"PA0819::958b368b987d32b4e1112cc68091c183";"2025/37";11.09.2025;11.09.2025;"VUA";"PA1096:z:ad8550c30ff9b2bac814271890b87152";"";"";"PA0823::958b368b987d32b4e1112cc679eac983";nein;"";"";1.200,000;0,000;"PA0777:z:a3458cc355df7d8bdc145e35a4b8b299";"";"PA0490::958b368b987d32b4e11131c6ee323205";"PA0887:z:a3458cc355df7d8bdc145e350c7a1a9a";"PA0775:z:a3458cc355df7d8bdc145e35387ee099";nein;"";"";"";nein
"100";"2000004";"";"CAB";"PA0775:z:a3458cc355df7d8bdc145e353c63c797";"PA0819::958b368b987d32b4e1112cc68091c183";"2025/35";29.08.2025;29.08.2025;"VUA";"PA1096:z:ad8550c30ff9b2bac814261854bbe6cb";"";"";"PA0823::958b368b987d32b4e1112cc679eac983";nein;"";"";1.200,000;0,000;"PA0777:z:a3458cc355df7d8bdc145e35d878df96";"";"PA0490::958b368b987d32b4e11131c6ee323205";"PA0887:z:a3458cc355df7d8bdc145e35046d0498";"PA0775:z:a3458cc355df7d8bdc145e353c63c797";nein;"";"";"";nein
"100";"2000004";"";"CAB";"PA0775:z:a3458cc355df7d8bdc145e354c67c69d";"PA0819::958b368b987d32b4e1112cc68091c183";"2025/32";07.08.2025;07.08.2025;"VUA";"PA1096:z:9c99ed62f3046390d4146edf0c4bd6af";"";"";"PA0823::958b368b987d32b4e1112cc679eac983";nein;"";"";1.200,000;0,000;"PA0777:z:a3458cc355df7d8bdc145e35fcbb9e9d";"";"PA0490::958b368b987d32b4e11131c6ee323205";"PA0887:z:a3458cc355df7d8bdc145e357c55fd9d";"PA0775:z:a3458cc355df7d8bdc145e354c67c69d";nein;"";"";"";nein
"100";"2000004";"";"CAB";"PA0775:z:a3458cc355df7d8bdc145e3570e9d295";"PA0819::958b368b987d32b4e1112cc68091c183";"2025/34";21.08.2025;21.08.2025;"VUA";"PA1096:z:ad8550c30ff9b2bac8142618d40e1d95";"";"";"PA0823::958b368b987d32b4e1112cc679eac983";nein;"";"";1.200,000;0,000;"PA0777:z:a3458cc355df7d8bdc145e357422a595";"";"PA0490::958b368b987d32b4e11131c6ee323205";"PA0887:z:a3458cc355df7d8bdc145e35680d1696";"PA0775:z:a3458cc355df7d8bdc145e3570e9d295";nein;"";"";"";nein
"100";"2000004";"";"CAB";"PA0775:z:a3458cc355df7d8bdc145e35c0bfc69e";"PA0819::958b368b987d32b4e1112cc68091c183";"2025/33";15.08.2025;15.08.2025;"VUA";"PA1096:z:9c99ed62f3046390d4146fdf30d79413";"";"";"PA0823::958b368b987d32b4e1112cc679eac983";nein;"";"";1.200,000;0,000;"PA0777:z:a3458cc355df7d8bdc145e3540069c9e";"";"PA0490::958b368b987d32b4e11131c6ee323205";"PA0887:z:a3458cc355df7d8bdc145e35c5074d9f";"PA0775:z:a3458cc355df7d8bdc145e35c0bfc69e";nein;"";"";"";nein
"100";"2000004";"";"CAB";"PA0775:z:a3458cc355df7d8bdc145e35c494829b";"PA0819::958b368b987d32b4e1112cc68091c183";"2025/38";19.09.2025;19.09.2025;"VUA";"PA1096:z:ad8550c30ff9b2bac81427185009fab8";"";"";"PA0823::958b368b987d32b4e1112cc679eac983";nein;"";"";1.200,000;0,000;"PA0777:z:a3458cc355df7d8bdc145e355045bf9a";"";"PA0490::958b368b987d32b4e11131c6ee323205";"PA0887:z:a3458cc355df7d8bdc145e35d8e3ce9b";"PA0775:z:a3458cc355df7d8bdc145e35c494829b";nein;"";"";"";nein
"100";"2000004";"";"CAB";"PA0775:z:a3458cc355df7d8bdc145e35e0b2b09c";"PA0819::958b368b987d32b4e1112cc68091c183";"2025/39";26.09.2025;26.09.2025;"VUA";"PA1096:z:ad8550c30ff9b2bac8142718ec65b9ec";"";"";"PA0823::958b368b987d32b4e1112cc679eac983";nein;"";"";1.200,000;0,000;"PA0777:z:a3458cc355df7d8bdc145e350cec829c";"";"PA0490::958b368b987d32b4e11131c6ee323205";"PA0887:z:a3458cc355df7d8bdc145e3508f1f99c";"PA0775:z:a3458cc355df7d8bdc145e35e0b2b09c";nein;"";"";"";nein
"100";"2000004";"";"CAB";"PA0775:z:a3458cc355df7d8bdc14603500b22cf5";"PA0819::958b368b987d32b4e1112cc68091c183";"2026/12";19.03.2026;19.03.2026;"VUA";"PA1096:z:b3be81d66497cf84c914addf2cdb7de2";"";"";"PA0823::958b368b987d32b4e1112cc679eac983";nein;"";"";400,000;0,000;"PA0777:z:a3458cc355df7d8bdc146035f8eb9cf3";"";"PA0490::958b368b987d32b4e11131c6ee323205";"PA0887:z:a3458cc355df7d8bdc146035cc2cf9f5";"PA0775:z:a3458cc355df7d8bdc14603500b22cf5";nein;"";"";"";nein
"100";"2000004";"";"CAB";"PA0775:z:a3458cc355df7d8bdc146035089cc6f0";"PA0819::958b368b987d32b4e1112cc68091c183";"2025/31";01.08.2025;01.08.2025;"VUA";"PA1096:z:b57ce08a24c2ee92d8143d510cd12b40";"";"";"PA0823::958b368b987d32b4e1112cc679eac983";nein;"";"";1.600,000;0,000;"PA0777:z:a3458cc355df7d8bdc146035e02aabf0";"";"PA0490::958b368b987d32b4e11131c6ee323205";"PA0887:z:a3458cc355df7d8bdc1460351456f1f0";"PA0775:z:a3458cc355df7d8bdc146035089cc6f0";nein;"";"";"";nein
"100";"2000004";"";"CAB";"PA0775:z:a3458cc355df7d8bdc1460350cd91ffc";"PA0819::958b368b987d32b4e1112cc68091c183";"2026/17";20.04.2026;20.04.2026;"VUA";"PA1096:z:b3be81d66497cf84c914aedfd01cfaf7";"";"";"PA0823::958b368b987d32b4e1112cc679eac983";nein;"";"";400,000;0,000;"PA0777:z:a3458cc355df7d8bdc14603510a8d9fb";"";"PA0490::958b368b987d32b4e11131c6ee323205";"PA0887:z:a3458cc355df7d8bdc1460358c5a78fc";"PA0775:z:a3458cc355df7d8bdc1460350cd91ffc";nein;"";"";"";nein
"100";"2000004";"";"CAB";"PA0775:z:a3458cc355df7d8bdc14603518b8deb1";"PA0819::958b368b987d32b4e1112cc68091c183";"2025/49";02.12.2025;02.12.2025;"VUA";"PA1096:z:fd98adae269d2c8cc41466c67c9736ba";"";"";"PA0823::958b368b987d32b4e1112cc679eac983";nein;"";"";4.000,000;0,000;"PA0777:z:a3458cc355df7d8bdc1460352841c3b1";"";"PA0490::958b368b987d32b4e11131c6ee323205";"PA0887:z:a3458cc355df7d8bdc14603588b318b2";"PA0775:z:a3458cc355df7d8bdc14603518b8deb1";nein;"";"";"";nein
"100";"2000004";"";"CAB";"PA0775:z:a3458cc355df7d8bdc1460351c8aabfa";"PA0819::958b368b987d32b4e1112cc68091c183";"2026/14";03.04.2026;03.04.2026;"VUA";"PA1096:z:b3be81d66497cf84c914aedf08244267";"";"";"PA0823::958b368b987d32b4e1112cc679eac983";nein;"";"";400,000;0,000;"PA0777:z:a3458cc355df7d8bdc1460350093c2f6";"";"PA0490::958b368b987d32b4e11131c6ee323205";"PA0887:z:a3458cc355df7d8bdc146035f4310dfb";"PA0775:z:a3458cc355df7d8bdc1460351c8aabfa";nein;"";"";"";nein
"100";"2000004";"";"CAB";"PA0775:z:a3458cc355df7d8bdc14603528ea5dff";"PA0819::958b368b987d32b4e1112cc68091c183";"2026/21";20.05.2026;20.05.2026;"VUA";"PA1096:z:b3be81d66497cf84c914afdfc4da91a8";"";"";"PA0823::958b368b987d32b4e1112cc679eac983";nein;"";"";400,000;0,000;"PA0777:z:a3458cc355df7d8bdc146035e8b5a0fe";"";"PA0490::958b368b987d32b4e11131c6ee323205";"PA0887:z:a3458cc355df7d8bdc1460354878b9ff";"PA0775:z:a3458cc355df7d8bdc14603528ea5dff";nein;"";"";"";nein
"100";"2000004";"";"CAB";"PA0775:z:a3458cc355df7d8bdc14603538300eae";"PA0819::958b368b987d32b4e1112cc68091c183";"2025/43";20.10.2025;20.10.2025;"VUA";"PA1096:z:fd98adae269d2c8cc41465c63815fc9d";"";"";"PA0823::958b368b987d32b4e1112cc679eac983";nein;"";"";4.000,000;0,000;"PA0777:z:a3458cc355df7d8bdc14603514b6f2ad";"";"PA0490::958b368b987d32b4e11131c6ee323205";"PA0887:z:a3458cc355df7d8bdc14603584033fae";"PA0775:z:a3458cc355df7d8bdc14603538300eae";nein;"";"";"";nein
"100";"2000004";"";"CAB";"PA0775:z:a3458cc355df7d8bdc14603560489faa";"PA0819::958b368b987d32b4e1112cc68091c183";"2025/36";02.09.2025;02.09.2025;"VUA";"PA1096:z:fd98adae269d2c8cc41464c624928e76";"";"";"PA0823::958b368b987d32b4e1112cc679eac983";nein;"";"";4.000,000;0,000;"PA0777:z:a3458cc355df7d8bdc146035ecde86aa";"";"PA0490::958b368b987d32b4e11131c6ee323205";"PA0887:z:a3458cc355df7d8bdc146035402ad3aa";"PA0775:z:a3458cc355df7d8bdc14603560489faa";nein;"";"";"";nein
"100";"2000004";"";"CAB";"PA0775:z:a3458cc355df7d8bdc1460357c5ba4ee";"PA0819::958b368b987d32b4e1112cc68091c183";"2025/41";09.10.2025;09.10.2025;"VUA";"PA1096:z:c476a34a882c00b7cc145884e8d4b55c";"";"";"PA0823::958b368b987d32b4e1112cc679eac983";nein;"";"";1.600,000;0,000;"PA0777:z:a3458cc355df7d8bdc1460355cd685ee";"";"PA0490::958b368b987d32b4e11131c6ee323205";"PA0887:z:a3458cc355df7d8bdc1460356021d2ee";"PA0775:z:a3458cc355df7d8bdc1460357c5ba4ee";nein;"";"";"";nein
"100";"2000004";"";"CAB";"PA0775:z:a3458cc355df7d8bdc14603594b3e0ec";"PA0819::958b368b987d32b4e1112cc68091c183";"2025/44";31.10.2025;31.10.2025;"VUA";"PA1096:z:89539b78689a06aac514e304c4fca050";"";"";"PA0823::958b368b987d32b4e1112cc679eac983";nein;"";"";1.200,000;0,000;"PA0777:z:a3458cc355df7d8bdc146035543cc5ec";"";"PA0490::958b368b987d32b4e11131c6ee323205";"PA0887:z:a3458cc355df7d8bdc146035187a0eed";"PA0775:z:a3458cc355df7d8bdc14603594b3e0ec";nein;"";"";"";nein
"100";"2000004";"";"CAB";"PA0775:z:a3458cc355df7d8bdc146035a05ab7a9";"PA0819::958b368b987d32b4e1112cc68091c183";"2025/34";19.08.2025;19.08.2025;"VUA";"PA1096:z:fd98adae269d2c8cc41464c6ccadb306";"";"";"PA0823::958b368b987d32b4e1112cc679eac983";nein;"";"";4.000,000;0,000;"PA0777:z:a3458cc355df7d8bdc146035cca752a9";"";"PA0490::958b368b987d32b4e11131c6ee323205";"PA0887:z:a3458cc355df7d8bdc146035543beba9";"PA0775:z:a3458cc355df7d8bdc146035a05ab7a9";nein;"";"";"";nein
"100";"2000004";"";"CAB";"PA0775:z:a3458cc355df7d8bdc146035a8ea84fd";"PA0819::958b368b987d32b4e1112cc68091c183";"2026/18";27.04.2026;27.04.2026;"VUA";"PA1096:z:b3be81d66497cf84c914afdf14619939";"";"";"PA0823::958b368b987d32b4e1112cc679eac983";nein;"";"";400,000;0,000;"PA0777:z:a3458cc355df7d8bdc146035a8ac3bfd";"";"PA0490::958b368b987d32b4e11131c6ee323205";"PA0887:z:a3458cc355df7d8bdc146035486addfd";"PA0775:z:a3458cc355df7d8bdc146035a8ea84fd";nein;"";"";"";nein
"100";"2000004";"";"CAB";"PA0775:z:a3458cc355df7d8bdc146035b015e1af";"PA0819::958b368b987d32b4e1112cc68091c183";"2025/47";18.11.2025;18.11.2025;"VUA";"PA1096:z:fd98adae269d2c8cc41466c6485f5553";"";"";"PA0823::958b368b987d32b4e1112cc679eac983";nein;"";"";4.000,000;0,000;"PA0777:z:a3458cc355df7d8bdc1460358cacc8af";"";"PA0490::958b368b987d32b4e11131c6ee323205";"PA0887:z:a3458cc355df7d8bdc14603594751eb1";"PA0775:z:a3458cc355df7d8bdc146035b015e1af";nein;"";"";"";nein
"100";"2000004";"";"CAB";"PA0775:z:a3458cc355df7d8bdc146035d8181dad";"PA0819::958b368b987d32b4e1112cc68091c183";"2025/41";07.10.2025;07.10.2025;"VUA";"PA1096:z:fd98adae269d2c8cc41465c6b800e341";"";"";"PA0823::958b368b987d32b4e1112cc679eac983";nein;"";"";4.000,000;0,000;"PA0777:z:a3458cc355df7d8bdc1460356c186cac";"";"PA0490::958b368b987d32b4e11131c6ee323205";"PA0887:z:a3458cc355df7d8bdc146035d4f750ad";"PA0775:z:a3458cc355df7d8bdc146035d8181dad";nein;"";"";"";nein
"100";"2000004";"";"CAB";"PA0775:z:a3458cc355df7d8bdc146035e05d90ab";"PA0819::958b368b987d32b4e1112cc68091c183";"2025/39";23.09.2025;23.09.2025;"VUA";"PA1096:z:fd98adae269d2c8cc41464c6e46aece3";"";"";"PA0823::958b368b987d32b4e1112cc679eac983";nein;"";"";4.000,000;0,000;"PA0777:z:a3458cc355df7d8bdc1460354cd971ab";"";"PA0490::958b368b987d32b4e11131c6ee323205";"PA0887:z:a3458cc355df7d8bdc146035b04cc7ab";"PA0775:z:a3458cc355df7d8bdc146035e05d90ab";nein;"";"";"";nein
"100";"2000004";"";"CAB";"PA0775:z:a3458cc355df7d8bdc146035e0c46da8";"PA0819::958b368b987d32b4e1112cc68091c183";"2025/32";05.08.2025;05.08.2025;"VUA";"PA1096:z:fd98adae269d2c8cc41463c6cc1d71a2";"";"";"PA0823::958b368b987d32b4e1112cc679eac983";nein;"";"";4.000,000;0,000;"PA0777:z:a3458cc355df7d8bdc146035b84e52a8";"";"PA0490::958b368b987d32b4e11131c6ee323205";"PA0887:z:a3458cc355df7d8bdc14603514b4a4a8";"PA0775:z:a3458cc355df7d8bdc146035e0c46da8";nein;"";"";"";nein
"100";"2000004";"";"CAB";"PA0775:z:a3458cc355df7d8bdc146035e0fef0ef";"PA0819::958b368b987d32b4e1112cc68091c183";"2025/38";19.09.2025;19.09.2025;"VUA";"PA1096:z:9c99ed62f3046390d41413e064b70058";"";"";"PA0823::958b368b987d32b4e1112cc679eac983";nein;"";"";1.600,000;0,000;"PA0777:z:a3458cc355df7d8bdc1460353886d5ef";"";"PA0490::958b368b987d32b4e11131c6ee323205";"PA0887:z:a3458cc355df7d8bdc146035d8c41ef0";"PA0775:z:a3458cc355df7d8bdc146035e0fef0ef";nein;"";"";"";nein
